term,entity_id,text_1,text_2,text_3,text_4,text_5,check
traditional,Q111934605,history of nationalism,"['nationalism history', 'nationalist history']","aspect of political history which analyzes events of nationalism, especially the aim of maintaining a nation's sovereignty and preservation of its traditional culture",['aspect of history'],['political history'],TRUE
traditional,Q4461766,traditional culture,['traditional values'],"['system of political, social, economic and cultural relations formed on the basis of traditions, that have been inherited from generation to generation through the centuries, and existing in a social or ethnic environment']",[],"['culture', 'tradition']",TRUE
traditional,Q1428168,traditional knowledge,"['indigenous knowledge', 'indigenous knowledge system', 'indigenous information system']",['knowledge systems in the cultural traditions of communities'],['knowledge type'],['knowledge'],TRUE
traditional,Q7980672,Welcome to Country and Acknowledgement of Country,,"ritual or formal ceremony performed at many events held in Australia, intended to highlight the cultural significance of the surrounding area to a particular Aboriginal clan or language group who are recognised as traditional owners of the land",[],['land acknowledgement'],TRUE
traditional,Q86669572,Quebec Council for Living Heritage,,organization working for the promotion and the development of traditional culture in Quebec,"['cultural institution', 'nonprofit organization', 'non-governmental organization', 'membership organization']",[],TRUE
traditional,Q111949566,"Intergovernmental Committee on Intellectual Property and Genetic Resources, Traditional Knowledge and Folklore",,['United Nations forum negotiating a traditional knowledge treaty'],[],[],TRUE
traditional,Q96213190,"Lavash, the preparation, meaning and appearance of traditional bread as an expression of culture in Armenia",,"['Representative List of the Intangible Cultural Heritage of Humanity in Armenia, inscribed in 2014']",['aspect in a geographic region'],[],TRUE
traditional,Q96200400,land acknowledgement,"['indigenous land acknowledgment', 'native land acknowledgement', 'aboriginal land acknowledgement', 'territorial acknowledgement', 'land recognition', 'acknowledgement of country', 'acknowledgement of Traditional Custodians']","['statement, often connected to a building or work, that states which aboriginal peoples live or lived in the area the statement refers to']",[],"['acknowledgment', 'public statement']",TRUE
trans,Q189125,transgender,"['transgender persons', 'transgender people', 'trans person', 'trans', 'trans people', 'trans-identified person', 'trans-identified people', 'transgender-identified person', 'transgender-identified people', 'transpeople', 'transperson', 'transgenders', 'transgendered', 'transgender person']",['gender identity other than sex assigned at birth'],[],"['person', 'LGBT', 'gender modality', 'gender minority']",TRUE
trans,Q1052281,trans woman,"['male to female', 'MtF', 'trans female', 'trans girl', 'transgender woman', 'transwoman', 'M2F', 'transsexual Woman', 'trans-woman', 'trans Woman', 'M2F transsexual', 'T-girl', 'transgender female', 'Trans MtF']",['person assigned male at birth who identifies as a woman'],"['gender identity', 'gender modality', 'gender minority']","['transgender', 'female']",TRUE
trans,Q2449503,trans man,"['transman', 'trans-man', 'trans man', 'FtM', 'Female to Male', 'trans male', 'transgender man', 'transmasculine', 'trans men', 'transsexual man', 'F2M transsexual', 'transgender male', 'Trans FtM']",['person assigned female at birth who identifies as a man'],"['gender identity', 'gender modality', 'gender minority']","['transgender', 'male']",TRUE
trans,Q1771029,transidentity,"['transness', 'transgenderness', 'trans*', 'trans*ness']",['condition in which an individual identifies with a gender inconsistent with their biological sex'],[],['identity'],TRUE
trans,Q105222132,transsexual,"['trans', 'transsexual person', 'transsex', 'transsexuals', 'transsexual people', 'transexual', 'transexuals', 'transexual person', 'transexual people', 'transex']",['person with transsexuality'],[],"['transgender', 'human']",TRUE
trans,Q27679766,transmasculine,"['trans masculine', 'transmasculinity', 'trans masculinity', 'transgender masculinity', 'transmasc', 'trans masc', 'trans-masculine', 'trans-masc']",['gender of individuals who were assigned female at birth but identify on the male side of the gender spectrum'],"['gender', 'gender identity']",['transgender'],TRUE
trans,Q96154453,trans* chaser,"['chaser', 'trans* admirer']",['generally-heterosexual or -bisexual person (often male) who fetishizes people (usually women) based on gender-transition status'],['term'],['fetishism'],TRUE
trans,Q27679684,transfeminine,"['trans feminine', 'transfem', 'transfemme', 'trans femme', 'trans fem', 'trans-feminine', 'transfemininity', 'transgender femininity']",['gender of individuals who were assigned male at birth but identify on the female side of the gender spectrum'],"['gender', 'gender identity']",['transgender'],TRUE
trans,Q85810459,gender identity clinic,"['trans health clinic', 'transgender clinic', 'GIC']",['clinic for people considering or undergoing gender reassignment'],[],['clinic'],TRUE
trans,Q106246204,Asocijacija Spektra,['Association Spectra'],"Montenegrin association for trans, gender diverse and intersex persons","['organization', 'LGBT organizations']",[],TRUE
transvestite,Q85810514,Transvestite certificate,,"['medical certificate, previously issued in Germany allowing for the wearing of garments not typical to their sex']",[],['legal instrument'],TRUE
transvestite,Q7622973,Street Transvestite Action Revolutionaries,"['S.T.A.R.', 'STAR']",['trans advocacy group active in the 1970s'],"['advocacy group', 'LGBT homeless shelter']",[],TRUE
transvestite,Q115605951,Emi Wolters,['Emil Mauder'],"German transfeminine person, at the time described as a ""transvestite""",['human'],[],TRUE
transvestite,Q115571526,Anton Maier,,"German transfeminine person, at the time described as a ""transvestite"" (*1883)",['human'],[],TRUE
transvestite,Q111145560,Xica Manicongo,,was the first person to be documented as a transvestite in Brazil,['human'],[],TRUE
transvestite,Q110651958,cross-dressing saints,"['transvestite saints', 'holy transvestites', 'transgender saints', 'transvestite nuns']",['female-to-male crossdressing'],[],"['saint', 'female-to-male crossdressing']",TRUE
transvestite,Q112902347,"A ""Passing"" interest: reading transvestite narratives, gender and metafiction in nineteenth- and twentieth-century Hispanic writers",,['2000 doctoral thesis by Nicola M. Gilmour at University of Auckland'],['doctoral thesis'],[],TRUE
transvestite,Q107498865,Letícia Carolina Nascimento,['Letícia Carolina Pereira do Nascimento'],"Brazilian author, pedagogue and academic teacher, researcher in the field of Gender and Education. She was the first transvestite woman to hold a chair at a public university in Piauí.",['human'],[],TRUE
transvestite,Q322335,Lasse-Maja,,Swedish transvestite criminal,['human'],[],TRUE
transvestite,Q20628703,Queens Liberation Front,,transvestite rights advocacy organization in New York City formed in 1969 and active in the 1970s,['organization'],[],TRUE
transvestites,Q59580078,"Clothing culture : sex, gender and cross-dressing with reference to UK transvestites and the hijras of India",,['doctoral thesis by Charlotte Suthrell'],['thesis'],[],TRUE
transvestites,Q110651958,cross-dressing saints,"['transvestite saints', 'holy transvestites', 'transgender saints', 'transvestite nuns']",['female-to-male crossdressing'],[],"['saint', 'female-to-male crossdressing']",TRUE
transvestites,Q115673555,Communication center for transvestites and transsexuals,,"['project of Sunday Club, Berlin']","['organization', 'activist group']",[],TRUE
transvestites,Q80079618,"Transvestites in dressing room at a performance of the ""Cockettes,"" New York City",,"['photograph by Leonard Freed (American, 1929-2006) (2013.183)']","['plaque', 'photograph']",[],TRUE
transvestites,Q115569777,Made to measure atelier for corsets and lingerie,,"hairdresser and boarding house for transvestites in Berlin-Schöneberg, ca 1937","['haircutting establishment', 'boarding house', 'clothing store']",[],TRUE
transvestites,Q42196733,The Transvestites,,,['creative work'],[],TRUE
transvestites,Q115568767,Hella Knabe,"['Helene Knabe', 'Dr. Hella Knabe']",German hairdresser and owner of a boarding house for transvestites (*1879),['human'],[],TRUE
transvestites,Q4949760,Boulton and Park,,British entertainers and transvestites,['duo'],[],TRUE
tribe,Q102090,Apache,"['Apache tribe', 'Apaches']",['several culturally related groups of indigenous peoples of the United States'],"['indigenous people', 'ethnic group']",['indigenous peoples of the Americas'],TRUE
tribe,Q133311,tribe,['tribe (social group)'],"['social group existing before the development of, or outside of, states']",['social group'],"['ethnic group', 'social group', 'polity']",TRUE
tribe,Q1500686,Havasupai people,"['Havasupai', 'Havasupai Tribe', 'Havasupai Tribe of the Havasupai Reservation']",['ethnic group'],"['Indigenous peoples of Arizona', 'federally recognized Native American tribe in the United States']",[],TRUE
tribe,Q581839,Manitou,,"fundamental life force among Algonquian groups in the Native American mythology, generally appearing as an animal revealed to the head of the tribe as the guardian spirit of it",[],['spirit'],TRUE
tribe,Q57047524,Chickahominy Tribe,['Chickahominy Indian Tribe'],"['one of two federally-recognized tribes of Chickhominy people in Virginia, United States']","['federally recognized Native American tribe in the United States', 'ethnic group']",[],TRUE
tribe,Q57048756,Eastern Chickahominy,"['Chickahominy Tribe Eastern Division', 'Indians Eastern Division Native American Tribe.']","['one of two federally-recognized tribes of Chickhominy people in Virginia, United States of America']","['federally recognized Native American tribe in the United States', 'ethnic group']",[],TRUE
tribe,Q15270596,Quinault Indian Nation,"['Quinault Tribe of the Quinault Reservation', 'QIN', 'Quinault Tribe of the Quinault Reservation, Washington', 'Quinault Tribe', 'Quinault Tribe of Washington', 'Quinault Tribe of Indians of the Quinault Reservation', 'Quinaielt Tribe', 'Quinaielt Tribe of Indians', 'Quinault Nation', 'Quinault Tribe, Quinault Reservation, Washington']",['ethnic group'],"['federally recognized Native American tribe in the United States', 'jurisdiction', 'nation']",[],TRUE
