,term,QID,wd_bow,cs_combined
96301,transvestite,Q115571526,"['anton', 'maier', 'german', 'transfeminine', 'person', 'time', 'described']",0.7020000000000001
96315,transvestite,Q80082761,"['applies', 'makeup', 'backstage', 'performance', 'new', 'york', 'city', 'plaque', 'photograph', 'photograph', 'leonard', 'freed', 'american']",0.6990000000000001
96285,transvestites,Q59580078,"['clothing', 'culture', 'sex', 'gender', 'cross', 'dressing', 'reference', 'uk', 'transvestite', 'hijras', 'india', 'thesis', 'doctoral', 'thesis', 'charlotte', 'suthrell']",0.856
96279,transvestites,Q110651958,"['cross', 'dressing', 'saint', 'saint', 'female', 'male', 'crossdressing', 'transvestite', 'saint', 'holy', 'transvestite', 'transgender', 'saint', 'transvestite', 'nun', 'female', 'male', 'crossdressing']",0.738
96282,transvestites,Q115673555,"['communication', 'center', 'transvestite', 'transsexual', 'organization', 'activist', 'group', 'project', 'sunday', 'club', 'berlin']",0.6809999999999999
96283,transvestites,Q42196733,"['transvestite', 'creative', 'work']",0.66
96286,transvestites,Q80079618,"['transvestite', 'dressing', 'room', 'performance', 'new', 'york', 'city', 'plaque', 'photograph', 'photograph', 'leonard', 'freed', 'american']",0.66
96280,transvestites,Q115568767,"['hella', 'knabe', 'helene', 'knabe', 'hella', 'knabe', 'german', 'hairdresser', 'owner', 'boarding', 'house', 'transvestite']",0.522
96281,transvestites,Q115569777,"['made', 'measure', 'atelier', 'corset', 'lingerie', 'hairdresser', 'boarding', 'house', 'transvestite', 'berlin', 'schöneberg', 'ca']",0.509
96284,transvestites,Q4949760,"['boulton', 'park', 'british', 'entertainer', 'transvestite']",0.456
189120,tribe,Q133311,"['social', 'group', 'ethnic', 'group', 'social', 'group', 'polity', 'social', 'group', 'social', 'group', 'existing', 'development', 'outside', 'state']",0.9390000000000001
188715,tribe,Q102090,"['apache', 'indigenous', 'people', 'ethnic', 'group', 'indigenous', 'people', 'america', 'apache', 'apache', 'several', 'culturally', 'related', 'group', 'indigenous', 'people', 'united', 'state']",0.935
193846,tribe,Q112676493,"['meryan', 'neopaganism', 'meryan', 'ethnofuturism', 'religious', 'ethnocultural', 'movement', 'among', 'ethnic', 'russian', 'purpose', 'reconstruction', 'revival', 'culture', 'religion', 'language', 'finno', 'ugric', 'people']",0.9309999999999999
189653,tribe,Q581839,"['manitou', 'fundamental', 'life', 'force', 'among', 'algonquian', 'group', 'native', 'american', 'mythology', 'generally', 'appearing', 'animal', 'revealed', 'head', 'guardian', 'spirit']",0.917
189095,tribe,Q12885585,"['native', 'american', 'social', 'group', 'native', 'american', 'united', 'state', 'ethnic', 'group', 'native', 'american', 'indian', 'native', 'american', 'band', 'native', 'american', 'nation', 'american', 'indian', 'group', 'community', 'indigenous', 'people', 'united', 'state']",0.917
190995,tribe,Q1500686,"['havasupai', 'people', 'indigenous', 'people', 'arizona', 'federally', 'recognized', 'native', 'american', 'united', 'state', 'havasupai', 'havasupai', 'havasupai', 'havasupai', 'reservation', 'ethnic', 'group']",0.9109999999999999
189408,tribe,Q22633,"['germanic', 'people', 'ethnic', 'group', 'indo', 'european', 'people', 'germanic', 'folk', 'germanic', 'celtic', 'country', 'german', 'clan', 'germanic', 'ancient', 'germanic', 'germani', 'germanic', 'people', 'germanic', 'teutonic', 'people', 'german', 'teutonic', 'people', 'germanic', 'speaking', 'people', 'germanic', 'clan', 'germanic', 'race', 'germanic', 'culture', 'germanic', 'germanic', 'world', 'germanic', 'nation', 'teuton', 'historical', 'group', 'european', 'people']",0.91
189639,tribe,Q55978524,"['mongol', 'mongol', 'clan', 'mongol', 'subgroup', 'traditional', 'social', 'group', 'identifying', 'mongol', 'identity']",0.9059999999999999
189546,tribe,Q3513658,"['monacan', 'people', 'monacan', 'nation', 'monacan', 'indian', 'nation', 'ethnic', 'group', 'federally', 'recognized', 'virgina']",0.905
192185,tribe,Q16998330,"['kickapoo', 'kansa', 'ethnic', 'group', 'kickapoo', 'indian', 'kickapoo', 'reservation', 'kansa', 'federally', 'recognized', 'kickapoo', 'people']",0.904
187277,tribes,Q11555014,"['scheduled', 'caste', 'scheduled', 'tribe', 'group', 'human', 'official', 'designation', 'given', 'various', 'group', 'indigenous', 'people', 'india']",0.9159999999999999
187308,tribes,Q15079932,"['confederated', 'tribe', 'goshute', 'reservation', 'ethnic', 'group', 'federally', 'recognized', 'native', 'american', 'tribe', 'united', 'state', 'federally', 'recognized', 'tribe', 'goshute', 'people']",0.9129999999999999
188010,tribes,Q16120981,"['mingi', 'traditional', 'belief', 'among', 'omotic', 'speaking', 'karo', 'hamar', 'tribe', 'southern', 'ethiopia', 'adult', 'child', 'physical', 'abnormality', 'ritually', 'impure']",0.912
187402,tribes,Q22633,"['germanic', 'people', 'ethnic', 'group', 'indo', 'european', 'people', 'germanic', 'folk', 'germanic', 'celtic', 'country', 'german', 'clan', 'germanic', 'ancient', 'germanic', 'germani', 'germanic', 'people', 'germanic', 'tribe', 'teutonic', 'people', 'german', 'tribe', 'teutonic', 'people', 'germanic', 'speaking', 'people', 'germanic', 'clan', 'germanic', 'race', 'germanic', 'culture', 'germanic', 'tribe', 'germanic', 'world', 'germanic', 'nation', 'teuton', 'historical', 'group', 'european', 'people']",0.91
188590,tribes,Q59581316,"['pile', 'politicization', 'identity', 'indigenous', 'knowledge', 'sacred', 'landscape', 'among', 'lepcha', 'bhutia', 'tribe', 'contemporary', 'sikkim', 'india', 'thesis', 'doctoral', 'thesis', 'vibha', 'arora']",0.9
187862,tribes,Q90957522,"['reserved', 'scheduled', 'tribe', 'affirmative', 'action', 'restriction', 'something', 'india', 'member', 'group', 'considered', 'indigenous', 'indian', 'subcontinent']",0.8959999999999999
187754,tribes,Q6979972,"['native', 'american', 'tribe', 'virginia', 'group', 'human', 'indigenous', 'tribe', 'currently', 'live', 'historically', 'lived', 'commonwealth', 'virginia', 'united', 'state', 'america']",0.895
187999,tribes,Q1462779,"['group', 'culturally', 'related', 'indian', 'tribe']",0.895
187217,tribes,Q112293637,"['haudenosaunee', 'culture', 'iroquois', 'culture', 'culture', 'iroquois', 'confederacy', 'shared', 'cultural', 'trait', 'among', 'member', 'tribe', 'haudenosaunee', 'confederacy']",0.89
188104,tribes,Q319421,"['five', 'civilized', 'tribe', 'group', 'group', 'native', 'american', 'southeastern', 'u', 'cherokee', 'chickasaw', 'choctaw', 'creek', 'muscogee', 'seminole', 'regarded', 'white', 'people', 'due', 'adoption', 'attribute', 'anglo', 'american', 'culture']",0.888
73424,western,Q160381,"['world', 'geographical', 'area', 'group', 'west', 'occident', 'country', 'country', 'country', 'originally', 'european', 'shared', 'culture']",0.943
77866,western,Q2995893,"['counterculture', 'counterculture', 'movement', 'cultural', 'phenomenon', 'developed', 'first', 'united', 'state', 'united', 'kingdom', 'spread', 'throughout', 'much', 'world', 'early', 'early']",0.909
93774,western,Q856284,"['country', 'dance', 'type', 'dance', 'dance', 'genre', 'originating', 'part', 'united', 'state']",0.9079999999999999
81183,western,Q5600710,"['greater', 'perth', 'geographical', 'area', 'designed', 'represent', 'functional', 'extent', 'perth', 'australia']",0.9059999999999999
72782,western,Q484206,"['persian', 'persian', 'people', 'persian', 'iranian', 'ethnic', 'group', 'primarily', 'located', 'including', 'region', 'caucasus', 'central', 'asia', 'southern', 'asia']",0.9059999999999999
78281,western,Q6429267,"['kongu', 'nadu', 'geographical', 'feature', 'geographic', 'region', 'fictional', 'county', 'statistical', 'territorial', 'entity', 'kongu', 'belt', 'kongu', 'region', 'tamil', 'nadu', 'geographical', 'area', 'south', 'india', 'comprising', 'tamil', 'nadu', 'small', 'part', 'southeastern', 'karnataka', 'northeastern']",0.9059999999999999
92866,western,Q2640158,"['arpitania', 'part', 'alp', 'similar', 'culture']",0.905
90113,western,Q1152826,"['armenoid', 'race', 'according', 'racial', 'anthropology', 'early', 'century', 'subtype', 'caucasian', 'race', 'centered', 'northern', 'part', 'asia']",0.902
83222,western,Q6865599,"['mining', 'australia', 'aspect', 'geographic', 'region', 'component', 'economy', 'australia']",0.9009999999999999
82098,western,Q52063651,"['protected', 'area', 'australia', 'designation', 'designation', 'administrative', 'territorial', 'entity', 'single', 'country', 'protected', 'area', 'australia', 'type', 'protected', 'area', 'australia', 'australia']",0.9009999999999999
71942,westerns,Q21831100,"['wikiproject', 'western', 'wikiproject', 'wikimedia', 'subject', 'area', 'collaboration']",0.872
71969,westerns,Q8920276,"['western', 'assessment', 'wikimedia', 'category', 'wikimedia', 'category']",0.823
71917,westerns,Q107262789,"['importance', 'western', 'article', 'wikimedia', 'category', 'wikimedia', 'category']",0.804
71916,westerns,Q107262732,"['importance', 'western', 'article', 'wikimedia', 'category', 'wikimedia', 'category']",0.804
71919,westerns,Q107262800,"['importance', 'western', 'article', 'wikimedia', 'category', 'wikimedia', 'category']",0.804
71920,westerns,Q107262835,"['importance', 'western', 'article', 'wikimedia', 'category', 'wikimedia', 'category']",0.804
71921,westerns,Q107262863,"['importance', 'western', 'article', 'wikimedia', 'category', 'wikimedia', 'category']",0.804
71918,westerns,Q107262795,"['importance', 'western', 'article', 'wikimedia', 'category', 'wikimedia', 'category']",0.804
71925,westerns,Q108105244,"['western', 'wikimedia', 'category', 'wikimedia', 'category']",0.787
71951,westerns,Q63124852,"['western', 'wikimedia', 'category', 'wikimedia', 'category']",0.787
38173,white,Q7129609,"['caucasian', 'race', 'human', 'categorization', 'human', 'caucasoid', 'europid', 'person', 'people', 'outdated', 'classification', 'human']",0.9109999999999999
39609,white,Q110441926,"['nationalist', 'occupation', 'nationalist', 'person', 'support', 'perceived', 'political', 'interest', 'population', 'within', 'particular', 'country', 'especially', 'exclusion', 'detriment', 'racial', 'ethnic', 'group']",0.909
37655,white,Q235155,"['people', 'race', 'human', 'categorization', 'human', 'human', 'person', 'human', 'race', 'racial', 'classification', 'skin', 'color', 'specifier']",0.902
38971,white,Q106677040,"['whiteness', 'racial', 'whiteness', 'ethnic', 'whiteness', 'socially', 'constructed', 'identity', 'ethnoracial', 'category', 'people']",0.9
40021,white,Q64711016,"['whiteness', 'study', 'study', 'structure', 'produce', 'privilege', 'examination', 'whiteness', 'analyzed', 'race', 'culture', 'source', 'systemic', 'racism', 'exploration', 'social', 'phenomenon', 'related']",0.898
44846,white,Q6880109,"['mister', 'charlie', 'pejorative', 'expression', 'previously', 'used', 'within', 'african', 'american', 'community', 'refer', 'imperious', 'man']",0.8959999999999999
37577,white,Q2072081,"['person', 'color', 'person', 'color', 'people', 'color', 'poc', 'poc', 'person', 'mostly', 'used', 'united', 'state']",0.895
39016,white,Q114968312,"['woman', 'race', 'social', 'construction', 'whiteness', 'literary', 'work', 'social', 'construction', 'woman', 'race', 'matter']",0.884
40030,white,Q679584,"['creativity', 'creativity', 'movement', 'world', 'church', 'creator', 'pantheistic', 'separatist', 'religious', 'movement', 'founded', 'lighthouse', 'point', 'florida', 'ben', 'klassen', 'promotes', 'veneration', 'race', 'safeguarding', 'survival']",0.883
37725,white,Q278929,"['nationalism', 'political', 'ideology', 'social', 'movement', 'euphemism', 'ethnic', 'nationalism', 'racial', 'nationalism', 'pan', 'nationalism', 'nationalism', 'power', 'type', 'nationalism', 'pan', 'nationalism', 'advocate', 'racial', 'definition', 'national', 'identity', 'people']",0.88
36659,whiter,Q85552039,"['shade', 'powerful', 'relationship', 'neolithic', 'community', 'underworld', 'monkton', 'wimborne', 'dorset', 'academic', 'chapter', 'chapter', 'published']",0.8540000000000001
36650,whiter,Q5462021,"['flour', 'bleaching', 'agent', 'substance', 'added', 'flour', 'order', 'make', 'appear']",0.769
36618,whiter,Q19070238,"['walter', 'biographical', 'article', 'entry', 'dictionary', 'national', 'biography']",0.722
36570,whiter,Q109914593,"['field', 'growing', 'christian', 'hymn', 'hymn']",0.703
36603,whiter,Q112254699,"['shade', 'pale', 'hold', 'coming', 'single', 'release', 'bluebell', 'record', 'bb', 'shade', 'pale', 'hold', 'coming', 'italian', 'single', 'probus', 'bluebell', 'record', 'bb']",0.691
36619,whiter,Q20789797,"['thight', 'bone', 'think', 'brother', 'painting', 'painting', 'kalervo', 'palsa']",0.684
36599,whiter,Q112250778,"['shade', 'pale', 'short', 'timer', 'single', 'release', 'durium', 'marche', 'estere', 'shade', 'pale', 'short', 'timer', 'italian', 'single', 'durium', 'marche', 'estere']",0.672
36624,whiter,Q300620,"['shade', 'pale', 'musical', 'work', 'composition', 'shade', 'pale', 'shade', 'pale', 'shade', 'pale', 'shade', 'pale', 'original', 'song', 'composed', 'gary', 'brooker', 'matthew', 'fisher', 'lyric', 'keith', 'reid']",0.657
36584,whiter,Q111011960,"['senza', 'luce', 'translated', 'italian', 'language', 'version', 'shade', 'lyric', 'adapted', 'mogol', 'ettore', 'carrera']",0.65
36589,whiter,Q111305271,"['shade', 'pale', 'hold', 'coming', 'single', 'shade', 'pale', 'hold', 'coming', 'single', 'probus', 'harlem', 'ghigo', 'agosti']",0.636
36988,whites,Q3511034,"['black', 'separatism', 'movement', 'create', 'separate', 'institution', 'people', 'african', 'descent', 'society', 'historically', 'dominated', 'white']",0.925
36838,whites,Q235155,"['white', 'people', 'race', 'human', 'categorization', 'human', 'white', 'human', 'white', 'person', 'white', 'white', 'human', 'white', 'race', 'racial', 'classification', 'skin', 'color', 'specifier']",0.902
37071,whites,Q6148763,"['honorary', 'white', 'pseudo', 'racial', 'classification', 'used', 'apartheid', 'regime', 'south', 'africa', 'grant', 'almost', 'right', 'privilege', 'white', 'would', 'otherwise', 'treated', 'non', 'white']",0.887
36683,whites,Q104727554,"['palestine', 'special', 'position', 'white', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",0.868
36685,whites,Q104730004,"['chile', 'special', 'position', 'white', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",0.868
37254,whites,Q104729091,"['togoland', 'special', 'position', 'white', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",0.856
36713,whites,Q111637086,"['evangelical', 'faith', 'ritualization', 'politicized', 'power', 'authority', 'identity', 'rural', 'black', 'white', 'doctoral', 'thesis', 'doctoral', 'dissertation']",0.855
36684,whites,Q104728483,"['japan', 'special', 'position', 'white', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",0.851
37128,whites,Q66195395,"['report', 'indigent', 'helpless', 'freedman', 'white', 'applying', 'relief', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.845
37068,whites,Q59931866,"['application', 'child', 'intermarried', 'white', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.8420000000000001
36564,whitest,Q2089766,"['kid', 'know', 'television', 'series', 'theatre', 'comedy', 'group', 'wkuk', 'american', 'television', 'show']",0.5660000000000001
