,term,entity_id,text_1,text_2,text_3,text_4,text_5,check
1046,third world,Q112853310,Community development : a discussion of the concept and whether or not it has the potential to contribute to effective and sustainable development in the third world,,"[""1996 master's thesis by Penny Nelson at Lincoln University""]","[""master's thesis""]",[],True
1047,third world,Q6052693,International Relations Theory and the Third World,,,[],[],True
1048,third world,Q66321661,"Great Decisions '86: Third World Development: Old Problems, New Strategies? (NAID 102038045)",,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[],
1049,third world,Q112857445,Free trade or fair trade? How changes in the current international trade system could act as a development tool for third world countries : the Brazilian case,,"[""2002 master's thesis by Rossana Gabriely de Oliveira Couto at Massey University""]","[""master's thesis""]",[],
1050,third world,Q59672380,"Trends in Conventional Arms Transfers to the Third World by Major Supplier, 1980-1987",,['Congressional Research Service report'],['Congressional Research Service report'],[],
1051,traditional,Q50922905,Traditional knowledge and technologies relating to the growing and processing of the curagua,,"['Representative List of the Intangible Cultural Heritage of Humanity in Venezuela (Bolivarian Republic of), inscribed in 2015']",[],[],
1052,traditional,Q108443879,Schools of Living Traditions,"['Schools of Living Traditions', 'School of Living Traditions', 'The School of Living Traditions', 'SLT', 'SLTs', 'Schools for Living Traditions']",Philippines program to safeguard vital traditional cultural knowledge and practices from the potential negative effects of modernization – Unesco ICH Good Safeguarding Practice inscribed in 2021,"['project', 'school', 'Unesco ICH Good Safeguarding Practice']",[],
1053,traditional,Q111934605,history of nationalism,"['nationalism history', 'nationalist history']","aspect of political history which analyzes events of nationalism, especially the aim of maintaining a nation's sovereignty and preservation of its traditional culture",['aspect of history'],['political history'],
1054,traditional,Q4461766,traditional culture,['traditional values'],"['system of political, social, economic and cultural relations formed on the basis of traditions, that have been inherited from generation to generation through the centuries, and existing in a social or ethnic environment']",[],"['culture', 'tradition']",
1055,traditional,Q1428168,traditional knowledge,"['indigenous knowledge', 'indigenous knowledge system', 'indigenous information system']",['knowledge systems in the cultural traditions of communities'],['knowledge type'],['knowledge'],
1056,traditional,Q7980672,Welcome to Country and Acknowledgement of Country,,"ritual or formal ceremony performed at many events held in Australia, intended to highlight the cultural significance of the surrounding area to a particular Aboriginal clan or language group who are recognised as traditional owners of the land",[],['land acknowledgement'],
1057,traditional,Q86669572,Quebec Council for Living Heritage,,organization working for the promotion and the development of traditional culture in Quebec,"['cultural institution', 'nonprofit organization', 'non-governmental organization', 'membership organization']",[],
1058,traditional,Q111949566,"Intergovernmental Committee on Intellectual Property and Genetic Resources, Traditional Knowledge and Folklore",,['United Nations forum negotiating a traditional knowledge treaty'],[],[],
1059,traditional,Q96213190,"Lavash, the preparation, meaning and appearance of traditional bread as an expression of culture in Armenia",,"['Representative List of the Intangible Cultural Heritage of Humanity in Armenia, inscribed in 2014']",['aspect in a geographic region'],[],
1060,traditional,Q96200400,land acknowledgement,"['indigenous land acknowledgment', 'native land acknowledgement', 'aboriginal land acknowledgement', 'territorial acknowledgement', 'land recognition', 'acknowledgement of country', 'acknowledgement of Traditional Custodians']","['statement, often connected to a building or work, that states which aboriginal peoples live or lived in the area the statement refers to']",[],"['acknowledgment', 'public statement']",
1061,trans,Q189125,transgender,"['transgender persons', 'transgender people', 'trans person', 'trans', 'trans people', 'trans-identified person', 'trans-identified people', 'transgender-identified person', 'transgender-identified people', 'transpeople', 'transperson', 'transgenders', 'transgendered', 'transgender person']",['gender identity other than sex assigned at birth'],[],"['person', 'LGBT', 'gender modality', 'gender minority']",True
1062,trans,Q1052281,trans woman,"['male to female', 'MtF', 'trans female', 'trans girl', 'transgender woman', 'transwoman', 'M2F', 'transsexual Woman', 'trans-woman', 'trans Woman', 'M2F transsexual', 'T-girl', 'transgender female', 'Trans MtF']",['person assigned male at birth who identifies as a woman'],"['gender identity', 'gender modality', 'gender minority']","['transgender', 'female']",
1063,trans,Q2449503,trans man,"['transman', 'trans-man', 'trans man', 'FtM', 'Female to Male', 'trans male', 'transgender man', 'transmasculine', 'trans men', 'transsexual man', 'F2M transsexual', 'transgender male', 'Trans FtM']",['person assigned female at birth who identifies as a man'],"['gender identity', 'gender modality', 'gender minority']","['transgender', 'male']",
1064,trans,Q1771029,transidentity,"['transness', 'transgenderness', 'trans*', 'trans*ness']",['condition in which an individual identifies with a gender inconsistent with their biological sex'],[],['identity'],True
1065,trans,Q105222132,transsexual,"['trans', 'transsexual person', 'transsex', 'transsexuals', 'transsexual people', 'transexual', 'transexuals', 'transexual person', 'transexual people', 'transex']",['person with transsexuality'],[],"['transgender', 'human']",True
1066,trans,Q27679766,transmasculine,"['trans masculine', 'transmasculinity', 'trans masculinity', 'transgender masculinity', 'transmasc', 'trans masc', 'trans-masculine', 'trans-masc']",['gender of individuals who were assigned female at birth but identify on the male side of the gender spectrum'],"['gender', 'gender identity']",['transgender'],True
1067,trans,Q96154453,trans* chaser,"['chaser', 'trans* admirer']",['generally-heterosexual or -bisexual person (often male) who fetishizes people (usually women) based on gender-transition status'],['term'],['fetishism'],True
1068,trans,Q27679684,transfeminine,"['trans feminine', 'transfem', 'transfemme', 'trans femme', 'trans fem', 'trans-feminine', 'transfemininity', 'transgender femininity']",['gender of individuals who were assigned male at birth but identify on the female side of the gender spectrum'],"['gender', 'gender identity']",['transgender'],True
1069,trans,Q85810459,gender identity clinic,"['trans health clinic', 'transgender clinic', 'GIC']",['clinic for people considering or undergoing gender reassignment'],[],['clinic'],
1070,trans,Q106246204,Asocijacija Spektra,['Association Spectra'],"Montenegrin association for trans, gender diverse and intersex persons","['organization', 'LGBT organizations']",[],
1071,transvestite,Q85810514,Transvestite certificate,,"['medical certificate, previously issued in Germany allowing for the wearing of garments not typical to their sex']",[],['legal instrument'],True
1072,transvestite,Q7622973,Street Transvestite Action Revolutionaries,"['S.T.A.R.', 'STAR']",['trans advocacy group active in the 1970s'],"['advocacy group', 'LGBT homeless shelter']",[],True
1073,transvestite,Q115605951,Emi Wolters,['Emil Mauder'],"German transfeminine person, at the time described as a ""transvestite""",['human'],[],True
1074,transvestite,Q115571526,Anton Maier,,"German transfeminine person, at the time described as a ""transvestite"" (*1883)",['human'],[],True
1075,transvestite,Q111145560,Xica Manicongo,,was the first person to be documented as a transvestite in Brazil,['human'],[],True
1076,transvestite,Q110651958,cross-dressing saints,"['transvestite saints', 'holy transvestites', 'transgender saints', 'transvestite nuns']",['female-to-male crossdressing'],[],"['saint', 'female-to-male crossdressing']",
1077,transvestite,Q112902347,"A ""Passing"" interest: reading transvestite narratives, gender and metafiction in nineteenth- and twentieth-century Hispanic writers",,['2000 doctoral thesis by Nicola M. Gilmour at University of Auckland'],['doctoral thesis'],[],True
1078,transvestite,Q107498865,Letícia Carolina Nascimento,['Letícia Carolina Pereira do Nascimento'],"Brazilian author, pedagogue and academic teacher, researcher in the field of Gender and Education. She was the first transvestite woman to hold a chair at a public university in Piauí.",['human'],[],True
1079,transvestite,Q322335,Lasse-Maja,,Swedish transvestite criminal,['human'],[],
1080,transvestite,Q20628703,Queens Liberation Front,,transvestite rights advocacy organization in New York City formed in 1969 and active in the 1970s,['organization'],[],True
1081,transvestites,Q59580078,"Clothing culture : sex, gender and cross-dressing with reference to UK transvestites and the hijras of India",,['doctoral thesis by Charlotte Suthrell'],['thesis'],[],True
1082,transvestites,Q110651958,cross-dressing saints,"['transvestite saints', 'holy transvestites', 'transgender saints', 'transvestite nuns']",['female-to-male crossdressing'],[],"['saint', 'female-to-male crossdressing']",True
