term,QID,wd_bow,spacy_cs,check,link_wd
transvestite,Q20628703,"queen, liberation, front, right, advocacy, organization, new, york, city, formed, active",0.575,TRUE,https://www.wikidata.org/wiki/Q20628703
transvestite,Q80082761,"applies, makeup, backstage, performance, new, york, city, plaque, photograph, photograph, leonard, freed, american",0.557,TRUE,https://www.wikidata.org/wiki/Q80082761
transvestite,Q79472599,"performer, backstage, performance, new, york, city, photograph, photograph, leonard, freed, american",0.549,TRUE,https://www.wikidata.org/wiki/Q79472599
transvestites,Q59580078,"clothing, culture, sex, gender, cross, dressing, reference, uk, transvestite, hijras, india, thesis, doctoral, thesis, charlotte, suthrell",0.789,TRUE,https://www.wikidata.org/wiki/Q59580078
transvestites,Q110651958,"cross, dressing, saint, saint, female, male, crossdressing, transvestite, saint, holy, transvestite, transgender, saint, transvestite, nun, female, male, crossdressing",0.71,TRUE,https://www.wikidata.org/wiki/Q110651958
transvestites,Q115673555,"communication, center, transvestite, transsexual, organization, activist, group, project, sunday, club, berlin",0.598,TRUE,https://www.wikidata.org/wiki/Q115673555
transvestites,Q80079618,"transvestite, dressing, room, performance, new, york, city, plaque, photograph, photograph, leonard, freed, american",0.58,TRUE,https://www.wikidata.org/wiki/Q80079618
transvestites,Q42196733,"transvestite, creative, work",0.529,TRUE,https://www.wikidata.org/wiki/Q42196733
transvestites,Q115568767,"hella, knabe, helene, knabe, hella, knabe, german, hairdresser, owner, boarding, house, transvestite",0.483,TRUE,https://www.wikidata.org/wiki/Q115568767
transvestites,Q115569777,"made, measure, atelier, corset, lingerie, hairdresser, boarding, house, transvestite, berlin, schöneberg, ca",0.455,TRUE,https://www.wikidata.org/wiki/Q115569777
transvestites,Q4949760,"boulton, park, british, entertainer, transvestite",0.454,TRUE,https://www.wikidata.org/wiki/Q4949760
tribe,Q133311,"social, group, ethnic, group, social, group, polity, social, group, social, group, existing, development, outside, state",0.943,TRUE,https://www.wikidata.org/wiki/Q133311
tribe,Q1082670,"kimek, historical, ethnic, group, historical, ethnical, group",0.902,TRUE,https://www.wikidata.org/wiki/Q1082670
tribe,Q6647245,"matriarch, female, leader, family, ethnic, religious, group",0.901,TRUE,https://www.wikidata.org/wiki/Q6647245
tribe,Q837791,"iazyges, iazygi, historical, ethnical, group",0.901,TRUE,https://www.wikidata.org/wiki/Q837791
tribe,Q16147059,"karuk, ethnic, group, federally, recognized, karuk",0.901,TRUE,https://www.wikidata.org/wiki/Q16147059
tribe,Q264569,"akatziroi, akaziri, historical, ethnical, group, hunnic",0.901,TRUE,https://www.wikidata.org/wiki/Q264569
tribe,Q1790907,"otoe, ethnic, group, otoe, oto, jiwére, native, american, people, midwestern, united, state",0.9,TRUE,https://www.wikidata.org/wiki/Q1790907
tribe,Q16821688,"ponca, nebraska, ethnic, group, federally, recognized, native, american, tribal, organization, united, state",0.9,TRUE,https://www.wikidata.org/wiki/Q16821688
tribe,Q3624326,"rufiji, people, rufiji, also, rufiji, ethnic, linguistic, group, known, ndengereko",0.898,TRUE,https://www.wikidata.org/wiki/Q3624326
tribe,Q55978524,"mongol, mongol, clan, mongol, subgroup, traditional, social, group, identifying, mongol, identity",0.898,TRUE,https://www.wikidata.org/wiki/Q55978524
tribes,Q1462779,"group, culturally, related, indian, tribe",0.934,TRUE,https://www.wikidata.org/wiki/Q1462779
tribes,Q15079932,"confederated, tribe, goshute, reservation, ethnic, group, federally, recognized, native, american, tribe, united, state, federally, recognized, tribe, goshute, people",0.923,TRUE,https://www.wikidata.org/wiki/Q15079932
tribes,Q5159769,"confederated, tribe, grand, ronde, community, oregon, ethnic, group, organization, confederation, twenty, seven, native, american, tribe, northwestern, united, state",0.913,TRUE,https://www.wikidata.org/wiki/Q5159769
tribes,Q221355,"seven, slavic, tribe, confederation, historical, ethnic, group, slavic, tribe, union, tribe, danubian, plain, took, part, formation, first, bulgarian, empire, together, bulgars",0.906,TRUE,https://www.wikidata.org/wiki/Q221355
tribes,Q3036334,"skagit, tribe, ethnic, group, native, american, united, state, coast, salish, people, native, american, group, state, washington",0.902,TRUE,https://www.wikidata.org/wiki/Q3036334
tribes,Q112293637,"haudenosaunee, culture, iroquois, culture, culture, iroquois, confederacy, shared, cultural, trait, among, member, tribe, haudenosaunee, confederacy",0.902,TRUE,https://www.wikidata.org/wiki/Q112293637
tribes,Q1543791,"illinois, confederation, illiniwek, group, native, american, tribe",0.901,TRUE,https://www.wikidata.org/wiki/Q1543791
tribes,Q12638760,"ocorono, group, native, american, tribe",0.897,TRUE,https://www.wikidata.org/wiki/Q12638760
tribes,Q4656942,"gathering, tribe, organization, organization",0.892,TRUE,https://www.wikidata.org/wiki/Q4656942
tribes,Q6043760,"intellectual, tribe, alliance, development",0.889,TRUE,https://www.wikidata.org/wiki/Q6043760
western,Q160381,"world, geographical, area, group, west, occident, country, country, country, originally, european, shared, culture",0.972,TRUE,https://www.wikidata.org/wiki/Q160381
western,Q7551933,"mahallah, mahalla, mahallya, mohalla, mahala, country, subdivision, neighbourhood, part, arab, world, balkan, south, asia",0.905,FALSE,https://www.wikidata.org/wiki/Q7551933
western,Q27496,"europe, geographic, region, west, europe, part, european, continent",0.897,FALSE,https://www.wikidata.org/wiki/Q27496
western,Q65362,"sao, eastern, slavonia, baranja, syrmia, historical, country, human, settlement",0.897,FALSE,https://www.wikidata.org/wiki/Q65362
western,Q6047590,"intermountain, west, intermountain, region, geographic, region, united, state",0.891,FALSE,https://www.wikidata.org/wiki/Q6047590
western,Q236626,"celtic, nation, territory, northern, europe, celtic, cultural, trait, survived",0.889,FALSE,https://www.wikidata.org/wiki/Q236626
western,Q2995893,"counterculture, counterculture, movement, cultural, phenomenon, developed, first, united, state, united, kingdom, spread, throughout, much, world, early, early",0.887,TRUE,https://www.wikidata.org/wiki/Q2995893
western,Q4095666,"braj, cultural, region, linguistic, region, vraja, place, india",0.885,FALSE,https://www.wikidata.org/wiki/Q4095666
western,Q1705697,"king, country, geographic, region, upland, region, new, north, island",0.884,FALSE,https://www.wikidata.org/wiki/Q1705697
western,Q106993358,"north, america, geographic, region, part, north, american, continent",0.883,FALSE,https://www.wikidata.org/wiki/Q106993358
westerns,Q21831100,"wikiproject, western, wikiproject, wikimedia, subject, area, collaboration",0.858,FALSE,https://www.wikidata.org/wiki/Q21831100
westerns,Q106103754,"australian, western",0.848,FALSE,https://www.wikidata.org/wiki/Q106103754
westerns,Q8066387,"zapata, western, subgenre, western, spaghetti, western, set, mexican, revolution, era",0.816,FALSE,https://www.wikidata.org/wiki/Q8066387
westerns,Q4235011,"space, western, science, fiction, subgenre, us, theme, trope, western, within, science, fiction, story",0.73,FALSE,https://www.wikidata.org/wiki/Q4235011
westerns,Q7988576,"television, western, television, genre, western, television, program, western, western, television, television, western, tv, western, western, television, western, tv, television, genre",0.717,FALSE,https://www.wikidata.org/wiki/Q7988576
westerns,Q26565203,"little, western, architectural, structure, architectural, structure, marlow, wycombe, buckinghamshire, uk",0.699,FALSE,https://www.wikidata.org/wiki/Q26565203
westerns,Q16945213,"france, kavanaugh, american, screenwriter, known, penning, b, western",0.699,FALSE,https://www.wikidata.org/wiki/Q16945213
westerns,Q55588218,"philip, wilding, jefferson, fraser, uk, author, work, various, genre, including, western",0.695,FALSE,https://www.wikidata.org/wiki/Q55588218
westerns,Q107262732,"importance, western, article, wikimedia, category, wikimedia, category",0.683,FALSE,https://www.wikidata.org/wiki/Q107262732
westerns,Q107262863,"importance, western, article, wikimedia, category, wikimedia, category",0.683,FALSE,https://www.wikidata.org/wiki/Q107262863
white,Q7129609,"caucasian, race, human, categorization, human, caucasoid, europid, person, people, outdated, classification, human",0.911,TRUE,https://www.wikidata.org/wiki/Q7129609
white,Q106677040,"whiteness, racial, whiteness, ethnic, whiteness, socially, constructed, identity, ethnoracial, category, people",0.894,TRUE,https://www.wikidata.org/wiki/Q106677040
white,Q110441926,"nationalist, occupation, nationalist, person, support, perceived, political, interest, population, within, particular, country, especially, exclusion, detriment, racial, ethnic, group",0.868,TRUE,https://www.wikidata.org/wiki/Q110441926
white,Q64711016,"whiteness, study, study, structure, produce, privilege, examination, whiteness, analyzed, race, culture, source, systemic, racism, exploration, social, phenomenon, related",0.864,TRUE,https://www.wikidata.org/wiki/Q64711016
white,Q2072081,"person, color, person, color, people, color, poc, poc, person, mostly, used, united, state",0.861,TRUE,https://www.wikidata.org/wiki/Q2072081
white,Q88799608,"defensiveness, social, phenomenon, fragility, denial, diversion, common, reaction, racial, discrimination, structural, racism, privilege",0.858,TRUE,https://www.wikidata.org/wiki/Q88799608
white,Q2560112,"separatism, political, movement, social, movement, supremacy, political, social, movement, seek, separation, people, people, race, ethnicity",0.857,TRUE,https://www.wikidata.org/wiki/Q2560112
white,Q114968312,"woman, race, social, construction, whiteness, literary, work, social, construction, woman, race, matter",0.855,TRUE,https://www.wikidata.org/wiki/Q114968312
white,Q951894,"reverse, racism, idea, color, conscious, program, redress, raciainequality, form, anti, discrimination",0.845,TRUE,https://www.wikidata.org/wiki/Q951894
white,Q1325774,"splitting, mental, disorder, black, thinking, nothing, thinking, failure, thought, bring, together, positive, quality, negative, aspect, people, cohesive, whole",0.843,FALSE,https://www.wikidata.org/wiki/Q1325774
whiter,Q112254699,"shade, pale, hold, coming, single, release, bluebell, record, bb, shade, pale, hold, coming, italian, single, probus, bluebell, record, bb",0.641,FALSE,https://www.wikidata.org/wiki/Q112254699
whiter,Q111305271,"shade, pale, hold, coming, single, shade, pale, hold, coming, single, probus, harlem, ghigo, agosti",0.634,FALSE,https://www.wikidata.org/wiki/Q111305271
whiter,Q20789797,"thight, bone, think, brother, painting, painting, kalervo, palsa",0.634,FALSE,https://www.wikidata.org/wiki/Q20789797
whiter,Q59460546,"shade, pale, lime, street, blue, single, shade, pale, lime, street, blue, single, procol, harum",0.628,FALSE,https://www.wikidata.org/wiki/Q59460546
whiter,Q85552039,"shade, powerful, relationship, neolithic, community, underworld, monkton, wimborne, dorset, academic, chapter, chapter, published",0.627,FALSE,https://www.wikidata.org/wiki/Q85552039
whiter,Q110700315,"shade, pale, lime, street, blue, single, release, deram, shade, pale, lime, street, blue, uk, single, procol, deram",0.626,FALSE,https://www.wikidata.org/wiki/Q110700315
whiter,Q5462021,"flour, bleaching, agent, substance, added, flour, order, make, appear",0.62,FALSE,https://www.wikidata.org/wiki/Q5462021
whiter,Q112250778,"shade, pale, short, timer, single, release, durium, marche, estere, shade, pale, short, timer, italian, single, durium, marche, estere",0.613,FALSE,https://www.wikidata.org/wiki/Q112250778
whiter,Q300620,"shade, pale, musical, work, composition, shade, pale, shade, pale, shade, pale, shade, pale, original, song, composed, gary, brooker, matthew, fisher, lyric, keith, reid",0.609,FALSE,https://www.wikidata.org/wiki/Q300620
whiter,Q110700532,"shade, pale, single, single, procol, harum",0.574,FALSE,https://www.wikidata.org/wiki/Q110700532
whites,Q235155,"white, people, race, human, categorization, human, white, human, white, person, white, white, human, white, race, racial, classification, skin, color, specifier",0.963,TRUE,https://www.wikidata.org/wiki/Q235155
whites,Q3511034,"black, separatism, movement, create, separate, institution, people, african, descent, society, historically, dominated, white",0.878,TRUE,https://www.wikidata.org/wiki/Q3511034
whites,Q6148763,"honorary, white, pseudo, racial, classification, used, apartheid, regime, south, africa, grant, almost, right, privilege, white, would, otherwise, treated, non, white",0.871,TRUE,https://www.wikidata.org/wiki/Q6148763
